source_row,stable_id,player_name,affl_team,eligibilities,match_status,legacy_name,legacy_team,legacy_eligibilities,previous_vnext_included,previous_vnext_exclusion_reason
676,sandy-brock,Sandy Brock,Sydney Swans,"G-DEF,K-DEF",matched,Sandy Brock,Gold Coast,K-DEF,True,
487,scott-pendlebury,Scott Pendlebury,North Melbourne Kangaroos,MID,matched,Scott Pendlebury,,MID,True,
144,sean-darcy,Sean Darcy,Collingwood Magpies,RUCK,matched,Sean Darcy,Fremantle,RUCK,True,
658,seth-campbell,Seth Campbell,St Kilda Saints,G-FWD,matched,Seth Campbell,Richmond,GEN_FWD,True,
226,shadeau-brain,Shadeau Brain,Essendon Bombers,G-DEF,matched,Shadeau Brain,Brisbane,GEN_DEF,True,
651,shai-bolton,Shai Bolton,St Kilda Saints,"MID,G-FWD",matched,Shai Bolton,Richmond,GEN_FWD,True,
374,shannon-neale,Shannon Neale,Geelong Cats,"G-FWD,K-FWD",matched,Shannon Neale,Geelong,K-FWD,True,
721,shaun-mannagh,Shaun Mannagh,West Coast Eagles,G-FWD,matched,Shaun Mannagh,Geelong,GEN_FWD,True,
447,sid-draper,Sid Draper,Melbourne Demons,"MID,G-FWD",matched,Sid Draper,Adelaide,MID,True,
729,steele-sidebottom,Steele Sidebottom,West Coast Eagles,MID,matched,Steele Sidebottom,Collingwood,MID,True,
697,steely-green,Steely Green,Sydney Swans,G-FWD,matched,Steely Green,Richmond,GEN_FWD,True,
544,stephen-coniglio,Stephen Coniglio,Port Adelaide Power,"MID,G-FWD",matched,Stephen Coniglio,GWS,MID,True,
317,sullivan-robey,Sullivan Robey,Fremantle Dockers,"MID,G-FWD",matched,Sullivan Robey,Essendon,MID,True,
405,tai-hayes,Tai Hayes,Hawthorn Hawks,"MID,G-FWD",matched,Tai Hayes,Brisbane,GEN_FWD,True,
426,taj-hotton,Taj Hotton,Hawthorn Hawks,G-FWD,matched,Taj Hotton,Richmond,MID,True,
787,talor-byrne,Talor Byrne,Western Bulldogs,"MID,G-FWD",matched,Talor Byrne,Carlton,GEN_FWD,True,
762,tanner-bruhn,Tanner Bruhn,Western Bulldogs,MID,matched,Tanner Bruhn,GWS,MID,True,
623,taylor-goad,Taylor Goad,Richmond Tigers,RUCK,matched,Taylor Goad,North Melbourne,RUCK,True,
367,taylor-walker,Taylor Walker,Geelong Cats,"G-FWD,K-FWD",matched,Taylor Walker,Adelaide,K-FWD,True,
423,tew-jiath,Tew Jiath,Hawthorn Hawks,G-DEF,matched,Tew Jiath,Collingwood,GEN_DEF,True,
102,thomas-burton,Thomas Burton,Carlton Blues,MID,matched,Thomas Burton,Richmond,GEN_FWD,True,
748,thomas-liberatore,Thomas Liberatore,West Coast Eagles,MID,matched,Thomas Liberatore,Western Bulldogs,MID,True,
459,thomas-matthews,Thomas Matthews,Melbourne Demons,G-FWD,matched,Thomas Matthews,Melbourne,GEN_FWD,True,
439,thomas-sims,Thomas Sims,Hawthorn Hawks,"G-FWD,K-FWD",matched,Thomas Sims,Richmond,K-FWD,True,
564,thomas-stewart,Thomas Stewart,Port Adelaide Power,G-DEF,matched,Thomas Stewart,Geelong,GEN_DEF,True,
625,tim-kelly,Tim Kelly,St Kilda Saints,"MID,G-FWD",matched,Tim Kelly,Geelong,MID,True,
538,tim-membrey,Tim Membrey,Port Adelaide Power,"G-FWD,K-FWD",matched,Tim Membrey,Sydney,K-FWD,True,
757,tim-taranto,Tim Taranto,West Coast Eagles,MID,matched,Tim Taranto,GWS,MID,True,
36,timothy-english,Timothy English,Adelaide Crows,RUCK,matched,Timothy English,Western Bulldogs,RUCK,True,
463,tobie-travaglia,Tobie Travaglia,Melbourne Demons,"G-DEF,MID",matched,Tobie Travaglia,St Kilda,GEN_DEF,True,
67,toby-bedford,Toby Bedford,Brisbane Lions,"MID,G-FWD",matched,Toby Bedford,Melbourne,GEN_FWD,True,
222,toby-conway,Toby Conway,Essendon Bombers,RUCK,matched,Toby Conway,Geelong,RUCK,True,
501,toby-greene,Toby Greene,North Melbourne Kangaroos,"G-FWD,MID",matched,Toby Greene,GWS,GEN_FWD,True,
465,toby-mcmullin,Toby McMullin,Melbourne Demons,MID,matched,Toby McMullin,GWS,GEN_FWD,True,
41,toby-murray,Toby Murray,Adelaide Crows,"G-FWD,K-FWD,RUCK",matched,Toby Murray,Adelaide,K-FWD,True,
223,toby-nankervis,Toby Nankervis,West Coast Eagles,RUCK,matched,Toby Nankervis,Sydney,RUCK,True,
286,toby-pink,Toby Pink,Free agents,"K-DEF,G-DEF",matched,Toby Pink,Sydney,K-DEF,True,
622,toby-whan,Toby Whan,Richmond Tigers,MID,matched,Toby Whan,Fremantle,GEN_FWD,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
186,tobyn-murray,Tobyn Murray,West Coast Eagles,G-FWD,matched,Tobyn Murray,Fremantle,GEN_FWD,True,
29,todd-marshall,Todd Marshall,Adelaide Crows,"K-FWD,K-DEF",matched,Todd Marshall,Port Adelaide,K-FWD,True,
231,thomas-anastasopoulos,Tom Anastasopoulos,Free agents,G-FWD,matched,Tom Anastasopoulos,Port Adelaide,GEN_FWD,True,
563,tom-atkins,Tom Atkins,Port Adelaide Power,MID,matched,Tom Atkins,Geelong,MID,True,
54,tom-barrass,Tom Barrass,Brisbane Lions,"G-DEF,K-DEF",matched,Tom Barrass,West Coast,K-DEF,True,
599,tom-blamires,Tom Blamires,Richmond Tigers,"G-DEF,MID",matched,Tom Blamires,North Melbourne,GEN_DEF,True,
125,tom-brown,Tom Brown,Carlton Blues,G-DEF,matched,Tom Brown,Richmond,GEN_DEF,True,
189,tom-cochrane,Tom Cochrane,Essendon Bombers,G-FWD,matched,Tom Cochrane,Port Adelaide,GEN_FWD,True,
558,tom-cole,Tom Cole,Port Adelaide Power,G-DEF,matched,Tom Cole,West Coast,GEN_DEF,True,
207,tom-de-koning,Tom De Koning,Essendon Bombers,RUCK,matched,Tom De Koning,Carlton,RUCK,True,
249,tom-doedee,Tom Doedee,Free agents,G-DEF,matched,Tom Doedee,Adelaide,GEN_DEF,True,
251,tom-edwards,Tom Edwards,Free agents,"K-FWD,G-FWD",matched,Tom Edwards,Essendon,K-FWD,True,
201,tom-green,Tom Green,Essendon Bombers,MID,matched,Tom Green,GWS,MID,True,
482,tom-gross,Tom Gross,Melbourne Demons,"MID,G-FWD",matched,Tom Gross,West Coast,MID,True,
605,tom-hanily,Tom Hanily,Richmond Tigers,G-FWD,matched,Tom Hanily,Sydney,GEN_FWD,True,
31,tom-lynch-1,Tom Lynch,Adelaide Crows,"G-FWD,K-FWD",matched,Tom Lynch,Gold Coast,K-FWD,True,
441,tom-mccarthy,Tom McCarthy,Melbourne Demons,G-DEF,matched,Tom McCarthy,West Coast,GEN_DEF,True,
698,tom-mccartin,Tom McCartin,Sydney Swans,"G-DEF,K-DEF",matched,Tom McCartin,Sydney,K-DEF,True,
358,tom-mcdonald,Tom McDonald,Geelong Cats,"G-DEF,K-DEF",matched,Tom McDonald,Melbourne,K-DEF,True,
355,tom-papley,Tom Papley,Geelong Cats,G-FWD,matched,Tom Papley,Sydney,GEN_FWD,True,
108,tom-powell,Tom Powell,Carlton Blues,"MID,G-FWD",matched,Tom Powell,North Melbourne,GEN_FWD,True,
684,tom-sparrow,Tom Sparrow,Sydney Swans,"G-FWD,MID",matched,Tom Sparrow,Melbourne,MID,True,
372,touk-miller,Touk Miller,Geelong Cats,"MID,G-FWD",matched,Touk Miller,Gold Coast,MID,True,
767,trent-rivers,Trent Rivers,Western Bulldogs,G-DEF,matched,Trent Rivers,Melbourne,GEN_DEF,True,
672,tristan-xerri,Tristan Xerri,Sydney Swans,RUCK,matched,Tristan Xerri,North Melbourne,RUCK,True,
4,ty-gallop,Ty Gallop,Adelaide Crows,"G-FWD,K-FWD,K-DEF,G-DEF",matched,Ty Gallop,Brisbane,K-FWD,True,
305,tyan-prindable,Tyan Prindable,Fremantle Dockers,MID,matched,Tyan Prindable,Collingwood,MID,True,
81,tylah-williams,Tylah Williams,Melbourne Demons,"MID,G-FWD",matched,Tylah Williams,West Coast,GEN_FWD,True,
617,tylar-young,Tylar Young,Richmond Tigers,"G-DEF,K-DEF",matched,Tylar Young,Richmond,K-DEF,True,
457,tyler-brockman,Tyler Brockman,Free Agents,G-FWD,matched,Tyler Brockman,Hawthorn,GEN_FWD,True,
214,tyler-sonsie,Tyler Sonsie,Essendon Bombers,"MID,G-FWD",matched,Tyler Sonsie,Richmond,MID,True,
481,tyler-welsh,Tyler Welsh,Melbourne Demons,"G-FWD,K-FWD",matched,Tyler Welsh,Adelaide,K-FWD,True,
483,tyrell-dewar,Tyrell Dewar,Melbourne Demons,"G-DEF,MID",matched,Tyrell Dewar,West Coast,GEN_DEF,True,
641,tyson-stengle,Tyson Stengle,St Kilda Saints,G-FWD,matched,Tyson Stengle,Richmond,GEN_FWD,True,
114,vigo-visentini,Vigo Visentini,Carlton Blues,RUCK,matched,Vigo Visentini,Essendon,RUCK,True,
780,wade-derksen,Wade Derksen,Western Bulldogs,"G-DEF,K-DEF",matched,Wade Derksen,GWS,K-DEF,True,
714,wayne-milera,Wayne Milera,Sydney Swans,G-DEF,matched,Wayne Milera,Adelaide,GEN_DEF,True,
168,wil-dawson,Wil Dawson,Collingwood Magpies,"G-DEF,K-DEF",matched,Wil Dawson,North Melbourne,K-DEF,True,
765,wil-parker,Wil Parker,Western Bulldogs,G-DEF,matched,Wil Parker,,GEN_DEF,True,
24,wil-powell,Wil Powell,Adelaide Crows,"G-DEF,MID",matched,Wil Powell,Gold Coast,GEN_DEF,True,
135,will-ashcroft,Will Ashcroft,Carlton Blues,MID,matched,Will Ashcroft,Brisbane,MID,True,
76,will-brodie,Will Brodie,Brisbane Lions,MID,matched,Will Brodie,Gold Coast,MID,True,
315,will-darcy,Will Darcy,Fremantle Dockers,"G-DEF,G-FWD,K-FWD,K-DEF",matched,Will Darcy,Western Bulldogs,K-DEF,True,
612,will-day,Will Day,Richmond Tigers,MID,matched,Will Day,Hawthorn,MID,True,
211,will-edwards,Will Edwards,Essendon Bombers,"G-DEF,K-DEF",matched,Will Edwards,Sydney,K-DEF,True,
395,will-graham,Will Graham,Hawthorn Hawks,"G-FWD,MID",matched,Will Graham,Gold Coast,GEN_FWD,True,
206,will-green,Will Green,Essendon Bombers,RUCK,matched,Will Green,Sydney,RUCK,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
163,will-hayes-b,Will Hayes,Collingwood Magpies,G-FWD,matched,Will Hayes,Collingwood,GEN_FWD,True,
35,will-hayward,Will Hayward,Adelaide Crows,G-FWD,matched,Will Hayward,Sydney,GEN_FWD,True,
678,will-lewis,Will Lewis,Sydney Swans,"G-FWD,K-FWD",matched,Will Lewis,Western Bulldogs,K-FWD,True,
588,will-lorenz,Will Lorenz,Richmond Tigers,MID,matched,Will Lorenz,Port Adelaide,MID,True,
278,will-mclachlan,Will McLachlan,Free agents,G-FWD,matched,Will McLachlan,Brisbane,GEN_FWD,True,
84,will-setterfield,Will Setterfield,Brisbane Lions,MID,matched,Will Setterfield,GWS,MID,True,
40,willem-drew,Willem Drew,Adelaide Crows,MID,matched,Willem Drew,Port Adelaide,MID,True,
338,willem-duursma,Willem Duursma,Fremantle Dockers,MID,matched,Willem Duursma,West Coast,MID,True,
430,william-mccabe,William McCabe,Hawthorn Hawks,"G-DEF,K-DEF",matched,William McCabe,Hawthorn,K-FWD,True,
583,xavier-bamert,Xavier Bamert,Richmond Tigers,MID,matched,Xavier Bamert,Port Adelaide,GEN_FWD,True,
519,xavier-duursma,Xavier Duursma,North Melbourne Kangaroos,MID,matched,Xavier Duursma,Port Adelaide,MID,True,
778,xavier-lindsay,Xavier Lindsay,Western Bulldogs,"MID,G-DEF",matched,Xavier Lindsay,Melbourne,GEN_DEF,True,
679,xavier-o-halloran,Xavier O'Halloran,Sydney Swans,"MID,G-FWD",matched,Xavier O'Halloran,GWS,GEN_FWD,True,
581,xavier-taylor,Xavier Taylor,Richmond Tigers,G-DEF,matched,Xavier Taylor,Melbourne,GEN_DEF,True,
300,xavier-walsh,Xavier Walsh,Free agents,"K-FWD,G-FWD",matched,Xavier Walsh,Port Adelaide,K-DEF,False,no_current_or_historical_scoring_games+no_recent_activity_signal+not_recent_unplayed_draftee
507,zac-bailey,Zac Bailey,North Melbourne Kangaroos,"MID,G-FWD",matched,Zac Bailey,Brisbane,GEN_FWD,True,
234,zac-banch,Zac Banch,Free agents,G-FWD,matched,Zac Banch,North Melbourne,GEN_FWD,True,
569,zac-fisher,Zac Fisher,Port Adelaide Power,G-FWD,matched,Zac Fisher,Carlton,GEN_FWD,True,
747,zac-mccarthy,Zac McCarthy,West Coast Eagles,"RUCK,G-FWD,K-FWD",matched,Zac McCarthy,Collingwood,K-FWD,True,
777,zac-taylor,Zac Taylor,Western Bulldogs,G-FWD,matched,Zac Taylor,Adelaide,GEN_FWD,True,
299,zac-walker,Zac Walker,Free agents,"K-DEF,G-DEF",matched,Zac Walker,Western Bulldogs,GEN_DEF,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
377,zach-guthrie,Zach Guthrie,Geelong Cats,G-DEF,matched,Zach Guthrie,Geelong,GEN_DEF,True,
407,zach-reid,Zach Reid,Hawthorn Hawks,"G-DEF,K-DEF",matched,Zach Reid,Essendon,K-DEF,True,
753,zachary-merrett,Zachary Merrett,West Coast Eagles,MID,matched,Zachary Merrett,Essendon,MID,True,
662,zachary-williams,Zachary Williams,St Kilda Saints,"G-FWD,G-DEF",matched,Zachary Williams,GWS,GEN_DEF,True,
366,zak-butters,Zak Butters,Geelong Cats,MID,matched,Zak Butters,Port Adelaide,MID,True,
252,zak-evans,Zak Evans,Free agents,MID,matched,Zak Evans,Gold Coast,MID,False,no_current_or_historical_scoring_games+not_recent_unplayed_draftee
618,zak-johnson,Zak Johnson,Richmond Tigers,G-DEF,matched,Zak Johnson,Essendon,GEN_DEF,True,
590,zane-duursma,Zane Duursma,Richmond Tigers,"G-DEF,G-FWD",matched,Zane Duursma,North Melbourne,GEN_FWD,True,
94,zane-peucker,Zane Peucker,Carlton Blues,"MID,G-FWD",matched,Zane Peucker,Richmond,GEN_FWD,True,
337,zane-zakostelsky,Zane Zakostelsky,Fremantle Dockers,"G-DEF,RUCK,K-DEF",matched,Zane Zakostelsky,Brisbane,K-DEF,True,
344,zeke-uwland,Zeke Uwland,Fremantle Dockers,"G-DEF,MID",matched,Zeke Uwland,Gold Coast,GEN_DEF,True,
